FILENAME, FILE PATH, FILE TYPE, FILE FORMAT, CODEC, VIDEO DETAILS, AUDIO FORMAT 
setup.boot,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.boot,boot,,,,
setup.exe,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.exe,exe,MZ,,,
Setup.htm,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/Setup.htm,htm,,,,
setup.ini,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.ini,ini,,,,
setup.inx,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.inx,inx,,,,
setup.iss,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.iss,iss,,,,
setup.skin,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.skin,skin,,,,
setup.zip,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setup.zip,zip,ZIP,,,
setupapplet.jar,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/setupapplet.jar,jar,ZIP,,,
uninstall.iss,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Muvee_Plugin/uninstall.iss,iss,,,,
append_temp.xtl,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Prefs/append_temp.xtl,xtl,,,,
kp.exe,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Prefs/kp.exe,exe,MZ,,,
pointAndShootProfile_30.prx,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Prefs/pointAndShootProfile_30.prx,prx,,,,
pointAndShootProfile_mac.rtm,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Prefs/pointAndShootProfile_mac.rtm,rtm,,,,
trailer.wmv,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/Prefs/trailer.wmv,wmv,Windows Media,WMV3,VC-1 - MP -  - WMV3,WMA
pathsInfo.txt,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/settings/pathsInfo.txt,txt,,,,
settings.txt,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/PD/settings/settings.txt,txt,,,,
Privacy Policy.rtf,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Privacy\ Policy.rtf,rtf,,,,
ActiveX.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/ActiveX.x32,x32,MZ,,,
Animated GIF Asset.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Animated\ GIF\ Asset.x32,x32,MZ,,,
BinaryIO.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/BinaryIO.x32,x32,MZ,,,
budapi.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/budapi.x32,x32,MZ,,,
DirectSound.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/DirectSound.x32,x32,MZ,,,
FileIo.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/FileIo.x32,x32,MZ,,,
FileXtra4.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/FileXtra4.x32,x32,MZ,,,
Flash Asset.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Flash\ Asset.x32,x32,MZ,,,
Font Asset.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Font\ Asset.x32,x32,MZ,,,
Font Xtra.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Font\ Xtra.x32,x32,MZ,,,
GIF Agent.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/GIF\ Agent.x32,x32,MZ,,,
INetURL.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/INetURL.x32,x32,MZ,,,
MacroMix.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/MacroMix.x32,x32,MZ,,,
MD5Hashing.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/MD5Hashing.x32,x32,MZ,,,
Mix Services.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Mix\ Services.x32,x32,MZ,,,
MpegAdvance.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/MpegAdvance.x32,x32,MZ,,,
Mui Dialog.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Mui\ Dialog.x32,x32,MZ,,,
Netfile.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Netfile.x32,x32,MZ,,,
Netlingo.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Netlingo.x32,x32,MZ,,,
PDI_Uploader.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/PDI_Uploader.x32,x32,MZ,,,
PDTVideoXtra1.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/PDTVideoXtra1.x32,x32,MZ,,,
PNG Import Export.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/PNG\ Import\ Export.x32,x32,MZ,,,
SecureNet Xtra.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/SecureNet\ Xtra.x32,x32,MZ,,,
SharpExport.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/SharpExport.x32,x32,MZ,,,
Swadcmpr.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Swadcmpr.x32,x32,MZ,,,
Text Asset.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/Text\ Asset.x32,x32,MZ,,,
TextXtra.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/TextXtra.x32,x32,MZ,,,
XMLParser.x32,/Volumes/BRAVO/WORKSPACE/DMZ/STUFF/FLIPVIDEO/System/VIEWER/Xtras/Win/XMLParser.x32,x32,MZ,,,
